ID; Name; Logical_Name
1007;T shirt size estimation;list_node.tShirtSizeEstimation
1013;Priority;list_node.priority
1019;Item Origin;list_node.item_origin
1029;Defect Root Cause;list_node.defect_root_level
1036;Framework;list_node.je.framework
1040;Test_Level;list_node.test_level
1044;Test_Type;list_node.test_type
1049;Testing_Tool_Type;list_node.testing_tool_type
1053;Run_Status;list_node.run_status
1058;Run_Native_Status;list_node.run_native_status
1064;Manual Test Run Step Type;list_node.manual_test_run_step_type
1069;Classification;list_node.pipeline_classification
1075;Team;list_node.team
1077;Agile Type;list_node.release_agile_type
3003;automation_status;list_node.automation_status
6041;Task Item Type;list_node.task_item_type
6066;Defect type;list_node.defect_type
6081;Feature type;list_node.feature_type
6096;Epic type;list_node.epic_type
6111;Quality story type;list_node.quality_story_type
12001;Problem;list_node.run_problem
12061;WSJF scale;list_node.wsjf_scale_type
13211;Entity type;list_node.scm_commit_pattern_entity_type
13271;Status;list_node.pipeline_run_status
25001;Build Classification;list_node.bfc
